week,category,weekly_rank,show_title,season_title,weekly_hours_viewed,runtime,weekly_views,cumulative_weeks_in_top_10,is_staggered_launch,episode_launch_details
2022-12-11,TV (English),7,The Crown,The Crown: Season 5,18900000,,,5,false,
2022-12-11,TV (English),8,Snack VS. Chef,Snack VS. Chef: Season 1,13870000,,,1,false,
2022-12-11,TV (English),9,Dead to Me,Dead to Me: Season 3,11900000,,,4,false,
2022-12-11,TV (English),10,Manifest,Manifest: Season 4,10540000,,,6,false,
2022-12-11,TV (Non-English),1,The Unbroken Voice,The Unbroken Voice: Season 1,26880000,,,3,false,
2022-12-11,TV (Non-English),2,Til Money Do Us Part,Til Money Do Us Part: Season 1,20880000,,,8,false,
2022-12-11,TV (Non-English),3,Under the Queen's Umbrella,Under the Queen's Umbrella: Limited Series,17270000,,,7,false,
2022-12-11,TV (Non-English),4,Reborn Rich,N/A,16810000,,,3,false,
2022-12-11,TV (Non-English),5,Elite,Elite: Season 6,13400000,,,4,false,
2022-12-11,TV (Non-English),6,I Hate Christmas,I Hate Christmas: Season 1,12830000,,,1,false,
2022-12-11,TV (Non-English),7,Money Heist: Korea - Joint Economic Area,Money Heist: Korea - Joint Economic Area: Season 1,12800000,,,4,false,
2022-12-11,TV (Non-English),8,Hot Skull,Hot Skull: Season 1,10910000,,,1,false,
2022-12-11,TV (Non-English),9,First Love,First Love: Season 1,9060000,,,3,false,
2022-12-11,TV (Non-English),10,Lookism,Lookism: Season 1,8050000,,,1,false,
2022-12-04,Films (English),1,The Noel Diary,N/A,27630000,,,2,false,
2022-12-04,Films (English),2,The Swimmers,N/A,27040000,,,2,false,
2022-12-04,Films (English),3,Lady Chatterley's Lover,N/A,20000000,,,1,false,
2022-12-04,Films (English),4,Slumberland,N/A,17830000,,,3,false,
2022-12-04,Films (English),5,Bullet Train,N/A,11320000,,,1,false,
2022-12-04,Films (English),6,Christmas on Mistletoe Farm,N/A,11110000,,,2,false,
2022-12-04,Films (English),7,Falling for Christmas,N/A,9080000,,,4,false,
2022-12-04,Films (English),8,Angel Falls Christmas,N/A,8820000,,,1,false,
2022-12-04,Films (English),9,Scrooge: A Christmas Carol,N/A,8170000,,,1,false,
2022-12-04,Films (English),10,Ghislaine Maxwell: Filthy Rich,N/A,7610000,,,2,false,
2022-12-04,Films (Non-English),1,Troll,N/A,75860000,,,1,false,
2022-12-04,Films (Non-English),2,My Name Is Vendetta,N/A,32490000,,,1,false,
2022-12-04,Films (Non-English),3,Christmas Full of Grace,N/A,15330000,,,1,false,
2022-12-04,Films (Non-English),4,Warriors of Future,N/A,11970000,,,1,false,
2022-12-04,Films (Non-English),5,Lesson Plan,N/A,10990000,,,2,false,
2022-12-04,Films (Non-English),6,The Lost Patient,N/A,8170000,,,2,false,
2022-12-04,Films (Non-English),7,A Man of Action,N/A,7800000,,,1,false,
2022-12-04,Films (Non-English),8,Who's a Good Boy?,N/A,4320000,,,2,false,
2022-12-04,Films (Non-English),9,Goodbye,N/A,4090000,,,1,false,
2022-12-04,Films (Non-English),10,Love Destiny The Movie,N/A,3260000,,,1,false,
2022-12-04,TV (English),1,Wednesday,Wednesday: Season 1,411290000,,,2,false,
2022-12-04,TV (English),2,1899,1899: Season 1,44620000,,,3,false,
2022-12-04,TV (English),3,Firefly Lane,Firefly Lane: Season 2,29010000,,,1,false,
2022-12-04,TV (English),4,The Crown,The Crown: Season 5,27790000,,,4,false,
2022-12-04,TV (English),5,Crime Scene: The Texas Killing Fields,Crime Scene: The Texas Killing Fields: Limited Series,23880000,,,1,false,
2022-12-04,TV (English),6,Dead to Me,Dead to Me: Season 3,19540000,,,3,false,
2022-12-04,TV (English),7,Manifest,Manifest: Season 4,15380000,,,5,false,
2022-12-04,TV (English),8,Blood & Water,Blood & Water: Season 3,12690000,,,1,false,
2022-12-04,TV (English),9,Manifest,Manifest: Season 1,11660000,,,24,false,
2022-12-04,TV (English),10,Little Angel,Little Angel: Volume 1,11180000,,,2,false,
2022-12-04,TV (Non-English),1,The Unbroken Voice,The Unbroken Voice: Season 1,28110000,,,2,false,
2022-12-04,TV (Non-English),2,Til Money Do Us Part,Til Money Do Us Part: Season 1,24900000,,,7,false,
2022-12-04,TV (Non-English),3,Elite,Elite: Season 6,22440000,,,3,false,
2022-12-04,TV (Non-English),4,Under the Queen's Umbrella,Under the Queen's Umbrella: Limited Series,19470000,,,6,false,
2022-12-04,TV (Non-English),5,First Love,First Love: Season 1,12300000,,,2,false,
2022-12-04,TV (Non-English),6,Reborn Rich,N/A,12070000,,,2,false,
2022-12-04,TV (Non-English),7,Khakee: The Bihar Chapter,Khakee: The Bihar Chapter: Season 1,11270000,,,2,false,
2022-12-04,TV (Non-English),8,JoJo's Bizarre Adventure,JoJo's Bizarre Adventure: STONE OCEAN,8770000,,,2,false,
2022-12-04,TV (Non-English),9,Chiquititas,N/A,7100000,,,7,false,
2022-12-04,TV (Non-English),10,Extraordinary Attorney Woo,Extraordinary Attorney Woo: Season 1,5500000,,,21,false,
2022-11-27,Films (English),1,Slumberland,N/A,45430000,,,2,false,
2022-11-27,Films (English),2,The Noel Diary,N/A,36270000,,,1,false,
2022-11-27,Films (English),3,The Swimmers,N/A,22480000,,,1,false,
2022-11-27,Films (English),4,The Wonder,N/A,16860000,,,2,false,
2022-11-27,Films (English),5,Falling for Christmas,N/A,14980000,,,3,false,
2022-11-27,Films (English),6,Christmas with You,N/A,13800000,,,2,false,
2022-11-27,Films (English),7,Christmas on Mistletoe Farm,N/A,13470000,,,1,false,
2022-11-27,Films (English),8,Enola Holmes 2,N/A,9670000,,,4,false,
2022-11-27,Films (English),9,Where the Crawdads Sing,N/A,9640000,,,3,false,
2022-11-27,Films (English),10,Ghislaine Maxwell: Filthy Rich,N/A,7290000,,,1,false,
2022-11-27,Films (Non-English),1,Lesson Plan,N/A,17310000,,,1,false,
2022-11-27,Films (Non-English),2,The Lost Patient,N/A,8670000,,,1,false,
2022-11-27,Films (Non-English),3,All Quiet on the Western Front,N/A,4870000,,,5,false,
2022-11-27,Films (Non-English),4,Lost Bullet 2,N/A,4470000,,,3,false,
2022-11-27,Films (Non-English),5,GodFather (Hindi),N/A,4340000,,,1,false,
2022-11-27,Films (Non-English),6,Deception - Round D Corner,N/A,3370000,,,1,false,
2022-11-27,Films (Non-English),7,Who's a Good Boy?,N/A,3180000,,,1,false,
2022-11-27,Films (Non-English),8,Off Track,N/A,2670000,,,1,false,
2022-11-27,Films (Non-English),9,Beyond the Universe,N/A,2310000,,,5,false,
2022-11-27,Films (Non-English),10,Lost Bullet,N/A,2230000,,,8,false,
2022-11-27,TV (English),1,Wednesday,Wednesday: Season 1,341230000,,,1,false,
2022-11-27,TV (English),2,1899,1899: Season 1,87890000,,,2,false,
2022-11-27,TV (English),3,The Crown,The Crown: Season 5,42360000,,,3,false,
2022-11-27,TV (English),4,Dead to Me,Dead to Me: Season 3,33330000,,,2,false,
2022-11-27,TV (English),5,Manifest,Manifest: Season 4,21600000,,,4,false,
2022-11-27,TV (English),6,Manifest,Manifest: Season 1,15010000,,,23,false,
2022-11-27,TV (English),7,"Pepsi, Where's My Jet?","Pepsi, Where's My Jet?: Limited Series",14160000,,,1,false,
2022-11-27,TV (English),8,Manifest,Manifest: Season 3,12260000,,,8,false,
2022-11-27,TV (English),9,Warrior Nun,Warrior Nun: Season 2,11970000,,,3,false,
2022-11-27,TV (English),10,Dead to Me,Dead to Me: Season 1,11940000,,,1,false,
2022-11-27,TV (Non-English),1,Elite,Elite: Season 6,48270000,,,2,false,
2022-11-27,TV (Non-English),2,Til Money Do Us Part,Til Money Do Us Part: Season 1,32210000,,,6,false,
2022-11-27,TV (Non-English),3,Under the Queen's Umbrella,Under the Queen's Umbrella: Limited Series,18080000,,,5,false,
2022-11-27,TV (Non-English),4,Reborn Rich,N/A,10350000,,,1,false,
2022-11-27,TV (Non-English),5,Somebody,Somebody: Season 1,9940000,,,1,false,
2022-11-27,TV (Non-English),6,The Unbroken Voice,The Unbroken Voice: Season 1,9900000,,,1,false,
2022-11-27,TV (Non-English),7,Chiquititas,N/A,7280000,,,6,false,
2022-11-27,TV (Non-English),8,First Love,First Love: Season 1,7220000,,,1,false,
2022-11-27,TV (Non-English),9,Khakee: The Bihar Chapter,Khakee: The Bihar Chapter: Season 1,6330000,,,1,false,
2022-11-27,TV (Non-English),10,Caf� con aroma de mujer,Caf� con aroma de mujer: Season 1,6310000,,,28,false,
2022-11-20,Films (English),1,Falling for Christmas,N/A,37850000,,,2,false,
2022-11-20,Films (English),2,Slumberland,N/A,33370000,,,1,false,
2022-11-20,Films (English),3,The Wonder,N/A,26180000,,,1,false,
2022-11-20,Films (English),4,Enola Holmes 2,N/A,21420000,,,3,false,
2022-11-20,Films (English),5,Where the Crawdads Sing,N/A,20330000,,,2,false,
2022-11-20,Films (English),6,Christmas with You,N/A,17930000,,,1,false,
2022-11-20,Films (English),7,Minions & More Volume 2,N/A,10500000,,,2,false,
2022-11-20,Films (English),8,The Good Nurse,N/A,8800000,,,4,false,
2022-11-20,Films (English),9,Enola Holmes,N/A,7610000,,,3,false,
2022-11-20,Films (English),10,I Am Vanessa Guillen,N/A,7500000,,,1,false,
2022-11-20,Films (Non-English),1,Lost Bullet 2,N/A,18700000,,,2,false,
2022-11-20,Films (Non-English),2,All Quiet on the Western Front,N/A,9490000,,,4,false,
2022-11-20,Films (Non-English),3,Lost Bullet,N/A,6870000,,,7,false,
2022-11-20,Films (Non-English),4,Beyond the Universe,N/A,6130000,,,4,false,
2022-11-20,Films (Non-English),5,"Monica, O My Darling",N/A,5840000,,,2,false,
2022-11-20,Films (Non-English),6,Racionais MC's: From the Streets of S�o Paulo,N/A,4690000,,,1,false,
2022-11-20,Films (Non-English),7,The Claus Family 2,N/A,3800000,,,2,false,
2022-11-20,Films (Non-English),8,Don't Leave,N/A,3410000,,,2,false,
2022-11-20,Films (Non-English),9,The Chalk Line,N/A,3230000,,,4,false,
2022-11-20,Films (Non-English),10,The Takeover,N/A,2620000,,,3,false,
2022-11-20,TV (English),1,The Crown,The Crown: Season 5,84310000,,,2,false,
2022-11-20,TV (English),2,1899,1899: Season 1,79270000,,,1,false,
2022-11-20,TV (English),3,Manifest,Manifest: Season 4,35730000,,,3,false,
2022-11-20,TV (English),4,Dead to Me,Dead to Me: Season 3,30300000,,,1,false,
2022-11-20,TV (English),5,Warrior Nun,Warrior Nun: Season 2,27740000,,,2,false,
2022-11-20,TV (English),6,Manifest,Manifest: Season 1,25940000,,,22,false,
2022-11-20,TV (English),7,Ancient Apocalypse,Ancient Apocalypse: Season 1,24620000,,,1,false,
2022-11-20,TV (English),8,Warrior Nun,Warrior Nun: Season 1,20100000,,,1,false,
2022-11-20,TV (English),9,From Scratch,From Scratch: Limited Series,19880000,,,5,false,
2022-11-20,TV (English),10,Love Is Blind,Love Is Blind: Season 3,19310000,,,5,false,
2022-11-20,TV (Non-English),1,Til Money Do Us Part,Til Money Do Us Part: Season 1,39960000,,,5,false,
2022-11-20,TV (Non-English),2,Elite,Elite: Season 6,36870000,,,1,false,
2022-11-20,TV (Non-English),3,Under the Queen's Umbrella,Under the Queen's Umbrella: Limited Series,15620000,,,4,false,
2022-11-20,TV (Non-English),4,Little Women,Little Women: Limited Series,8590000,,,11,false,
2022-11-20,TV (Non-English),5,Chiquititas,N/A,7940000,,,5,false,
2022-11-20,TV (Non-English),6,Caf� con aroma de mujer,Caf� con aroma de mujer: Season 1,6850000,,,27,false,
2022-11-20,TV (Non-English),7,Extraordinary Attorney Woo,Extraordinary Attorney Woo: Season 1,6780000,,,20,false,
2022-11-20,TV (Non-English),8,"Pablo Escobar, el patr�n del mal","Pablo Escobar, el patr�n del mal: Season 1",5760000,,,1,false,
2022-11-20,TV (Non-English),9,Love Never Lies: Destination Sardinia,Love Never Lies: Destination Sardinia: Season 1,5420000,,,1,false,
2022-11-20,TV (Non-English),10,Dubai Bling,Dubai Bling: Season 1,5400000,,,4,false,
2022-11-13,Films (English),1,Enola Holmes 2,N/A,62860000,,,2,false,
2022-11-13,Films (English),2,Falling for Christmas,N/A,48360000,,,1,false,
2022-11-13,Films (English),3,Enola Holmes,N/A,18650000,,,2,false,
2022-11-13,Films (English),4,Medieval,N/A,18230000,,,1,false,
2022-11-13,Films (English),5,The Good Nurse,N/A,15060000,,,3,false,
2022-11-13,Films (English),6,Minions & More Volume 2,N/A,13510000,,,1,false,
2022-11-13,Films (English),7,The Bad Guys,N/A,12190000,,,2,false,
2022-11-13,Films (English),8,Where the Crawdads Sing,N/A,10830000,,,1,false,
2022-11-13,Films (English),9,The School for Good and Evil,N/A,8850000,,,4,false,
2022-11-13,Films (English),10,Hotel Transylvania 2,N/A,7920000,,,2,false,
2022-11-13,Films (Non-English),1,Lost Bullet 2,N/A,24280000,,,1,false,
2022-11-13,Films (Non-English),2,All Quiet on the Western Front,N/A,17610000,,,3,false,
2022-11-13,Films (Non-English),3,Beyond the Universe,N/A,11250000,,,3,false,
2022-11-13,Films (Non-English),4,The Takeover,N/A,8890000,,,2,false,
2022-11-13,Films (Non-English),5,The Chalk Line,N/A,6960000,,,3,false,
2022-11-13,Films (Non-English),6,The Claus Family 2,N/A,5710000,,,1,false,
2022-11-13,Films (Non-English),7,Lost Bullet,N/A,5570000,,,6,false,
2022-11-13,Films (Non-English),8,"Monica, O My Darling",N/A,4450000,,,1,false,
2022-11-13,Films (Non-English),9,Don't Leave,N/A,3770000,,,1,false,
2022-11-13,Films (Non-English),10,20th Century Girl,N/A,3060000,,,4,false,
2022-11-13,TV (English),1,The Crown,The Crown: Season 5,107390000,,,1,false,
2022-11-13,TV (English),2,Manifest,Manifest: Season 4,74780000,,,2,false,
2022-11-13,TV (English),3,Love Is Blind,Love Is Blind: Season 3,47250000,,,4,false,
2022-11-13,TV (English),4,Manifest,Manifest: Season 1,41990000,,,21,false,
2022-11-13,TV (English),5,From Scratch,From Scratch: Limited Series,31300000,,,4,false,
2022-11-13,TV (English),6,Warrior Nun,Warrior Nun: Season 2,26220000,,,1,false,
2022-11-13,TV (English),7,Inside Man,Inside Man: Season 1,24970000,,,2,false,
2022-11-13,TV (English),8,The Watcher,The Watcher: Season 1,18850000,,,5,false,
2022-11-13,TV (English),9,Manifest,Manifest: Season 2,18200000,,,9,false,
2022-11-13,TV (English),10,Guillermo del Toro's Cabinet of Curiosities,Guillermo del Toro's Cabinet of Curiosities: Season 1,18170000,,,3,false,
2022-11-13,TV (Non-English),1,Til Money Do Us Part,Til Money Do Us Part: Season 1,46600000,,,4,false,
2022-11-13,TV (Non-English),2,The Secret of the Greco Family,The Secret of the Greco Family: Season 1,14200000,,,1,false,
2022-11-13,TV (Non-English),3,Under the Queen's Umbrella,Under the Queen's Umbrella: Limited Series,12200000,,,3,false,
2022-11-13,TV (Non-English),4,Little Women,Little Women: Limited Series,10330000,,,10,false,
2022-11-13,TV (Non-English),5,If Only,If Only: Season 1,8920000,,,3,false,
2022-11-13,TV (Non-English),6,Dubai Bling,Dubai Bling: Season 1,8840000,,,3,false,
2022-11-13,TV (Non-English),7,Chiquititas,N/A,7400000,,,4,false,
2022-11-13,TV (Non-English),8,Extraordinary Attorney Woo,Extraordinary Attorney Woo: Season 1,6980000,,,19,false,
2022-11-13,TV (Non-English),9,Caf� con aroma de mujer,Caf� con aroma de mujer: Season 1,6580000,,,26,false,
2022-11-13,TV (Non-English),10,Young Royals,Young Royals: Season 2,6290000,,,2,false,
2022-11-06,Films (English),1,Enola Holmes 2,N/A,64080000,,,1,false,
2022-11-06,Films (English),2,The Good Nurse,N/A,36780000,,,2,false,
2022-11-06,Films (English),3,The School for Good and Evil,N/A,19030000,,,3,false,
2022-11-06,Films (English),4,War,N/A,16760000,,,1,false,
2022-11-06,Films (English),5,Wild Is the Wind,N/A,16390000,,,2,false,
2022-11-06,Films (English),6,The Bad Guys,N/A,15910000,,,1,false,
2022-11-06,Films (English),7,Hotel Transylvania 2,N/A,10370000,,,1,false,
2022-11-06,Films (English),8,Enola Holmes,N/A,9640000,,,1,false,
2022-11-06,Films (English),9,Oblivion,N/A,5860000,,,1,false,
2022-11-06,Films (English),10,The Curse of Bridge Hollow,N/A,5030000,,,4,false,
2022-11-06,Films (Non-English),1,All Quiet on the Western Front,N/A,39950000,,,2,false,
2022-11-06,Films (Non-English),2,The Takeover,N/A,25880000,,,1,false,
2022-11-06,Films (Non-English),3,Beyond the Universe,N/A,20550000,,,2,false,
2022-11-06,Films (Non-English),4,The Chalk Line,N/A,10360000,,,2,false,
2022-11-06,Films (Non-English),5,20th Century Girl,N/A,7550000,,,3,false,
2022-11-06,Films (Non-English),6,Hellhole,N/A,6000000,,,2,false,
2022-11-06,Films (Non-English),7,Lost Bullet,N/A,3930000,,,5,false,
2022-11-06,Films (Non-English),8,Robbing Mussolini,N/A,3060000,,,2,false,
2022-11-06,Films (Non-English),9,Someone Borrowed,N/A,2940000,,,4,false,
2022-11-06,Films (Non-English),10,The Ghost,N/A,2880000,,,1,false,
2022-11-06,TV (English),1,Manifest,Manifest: Season 4,57060000,,,1,false,
2022-11-06,TV (English),2,Inside Man,Inside Man: Season 1,52940000,,,1,false,
2022-11-06,TV (English),3,From Scratch,From Scratch: Limited Series,50450000,,,3,false,
2022-11-06,TV (English),4,Love Is Blind,Love Is Blind: Season 3,47130000,,,3,false,
2022-11-06,TV (English),5,Guillermo del Toro's Cabinet of Curiosities,Guillermo del Toro's Cabinet of Curiosities: Season 1,38800000,,,2,false,
2022-11-06,TV (English),6,The Watcher,The Watcher: Season 1,35420000,,,4,false,
2022-11-06,TV (English),7,Half Bad: The Bastard Son & The Devil Himself,Half Bad: The Bastard Son & The Devil Himself: Season 1,30890000,,,2,false,
2022-11-06,TV (English),8,DAHMER,DAHMER: Monster: The Jeffrey Dahmer Story,28250000,,,7,false,
2022-11-06,TV (English),9,Killer Sally,Killer Sally: Limited Series,25360000,,,1,false,
2022-11-06,TV (English),10,Manifest,Manifest: Season 1,20300000,,,20,false,
2022-11-06,TV (Non-English),1,Til Money Do Us Part,Til Money Do Us Part: Season 1,52230000,,,3,false,
2022-11-06,TV (Non-English),2,Dubai Bling,Dubai Bling: Season 1,20790000,,,2,false,
2022-11-06,TV (Non-English),3,Young Royals,Young Royals: Season 2,18860000,,,1,false,
2022-11-06,TV (Non-English),4,If Only,If Only: Season 1,14950000,,,2,false,
2022-11-06,TV (Non-English),5,Little Women,Little Women: Limited Series,11300000,,,9,false,
2022-11-06,TV (Non-English),6,Under the Queen's Umbrella,Under the Queen's Umbrella: Limited Series,10420000,,,2,false,
2022-11-06,TV (Non-English),7,Barbarians,Barbarians: II,9390000,,,3,false,
2022-11-06,TV (Non-English),8,Once Upon a Small Town,Once Upon a Small Town: Limited Series,9050000,,,1,false,
2022-11-06,TV (Non-English),9,Extraordinary Attorney Woo,Extraordinary Attorney Woo: Season 1,8370000,,,18,false,
2022-11-06,TV (Non-English),10,Chiquititas,N/A,7760000,,,3,false,
2022-10-30,Films (English),1,The Good Nurse,N/A,68310000,,,1,false,
2022-10-30,Films (English),2,The School for Good and Evil,N/A,41950000,,,2,false,
2022-10-30,Films (English),3,The Stranger,N/A,9170000,,,2,false,
2022-10-30,Films (English),4,Wild Is the Wind,N/A,8890000,,,1,false,
2022-10-30,Films (English),5,The Curse of Bridge Hollow,N/A,8170000,,,3,false,
2022-10-30,Films (English),6,Luckiest Girl Alive,N/A,8020000,,,4,false,
2022-10-30,Films (English),7,Sing,N/A,5420000,,,4,false,
2022-10-30,Films (English),8,The Boss Baby,N/A,4210000,,,4,false,
2022-10-30,Films (English),9,Hubie Halloween,N/A,3960000,,,1,false,
2022-10-30,Films (English),10,Blade of the 47 Ronin,N/A,3940000,,,1,false,
2022-10-30,Films (Non-English),1,All Quiet on the Western Front,N/A,31500000,,,1,false,
2022-10-30,Films (Non-English),2,The Chalk Line,N/A,17360000,,,1,false,
2022-10-30,Films (Non-English),3,20th Century Girl,N/A,15900000,,,2,false,
2022-10-30,Films (Non-English),4,Beyond the Universe,N/A,12360000,,,1,false,
2022-10-30,Films (Non-English),5,Hellhole,N/A,10470000,,,1,false,
2022-10-30,Films (Non-English),6,Robbing Mussolini,N/A,4600000,,,1,false,
2022-10-30,Films (Non-English),7,Someone Borrowed,N/A,4200000,,,3,false,
2022-10-30,Films (Non-English),8,Lost Bullet,N/A,3250000,,,4,false,
2022-10-30,Films (Non-English),9,Rurouni Kenshin: The Beginning,N/A,2290000,,,8,false,
2022-10-30,Films (Non-English),10,Laal Singh Chaddha,N/A,1990000,,,4,false,
2022-10-30,TV (English),1,From Scratch,From Scratch: Limited Series,72020000,,,2,false,
2022-10-30,TV (English),2,The Watcher,The Watcher: Season 1,67510000,,,3,false,
2022-10-30,TV (English),3,Guillermo del Toro's Cabinet of Curiosities,Guillermo del Toro's Cabinet of Curiosities: Season 1,49950000,,,1,false,
2022-10-30,TV (English),4,Love Is Blind,Love Is Blind: Season 3,42070000,,,2,false,
2022-10-30,TV (English),5,DAHMER,DAHMER: Monster: The Jeffrey Dahmer Story,40960000,,,6,false,
2022-10-30,TV (English),6,Unsolved Mysteries,Unsolved Mysteries: Volume 3,14060000,,,2,false,
2022-10-30,TV (English),7,Half Bad: The Bastard Son & The Devil Himself,Half Bad: The Bastard Son & The Devil Himself: Season 1,13830000,,,1,false,
2022-10-30,TV (English),8,28 Days Haunted,28 Days Haunted: Season 1,13670000,,,2,false,
2022-10-30,TV (English),9,Big Mouth,Big Mouth: Season 6,13590000,,,1,false,
2022-10-30,TV (English),10,Little Angel,Little Angel: Volume 1,10800000,,,1,false,
2022-10-30,TV (Non-English),1,Til Money Do Us Part,Til Money Do Us Part: Season 1,51490000,,,2,false,
2022-10-30,TV (Non-English),2,Barbarians,Barbarians: II,21220000,,,2,false,
2022-10-30,TV (Non-English),3,Dubai Bling,Dubai Bling: Season 1,13710000,,,1,false,
2022-10-30,TV (Non-English),4,Little Women,Little Women: Limited Series,12290000,,,8,false,
2022-10-30,TV (Non-English),5,Barbarians,N/A,12120000,,,2,false,
2022-10-30,TV (Non-English),6,Vatican Girl: The Disappearance of Emanuela Orlandi,Vatican Girl: The Disappearance of Emanuela Orlandi: Limited Series,10640000,,,2,false,
2022-10-30,TV (Non-English),7,The Empress,The Empress: Season 1,9990000,,,5,false,
2022-10-30,TV (Non-English),8,If Only,If Only: Season 1,9100000,,,1,false,
2022-10-30,TV (Non-English),9,Extraordinary Attorney Woo,Extraordinary Attorney Woo: Season 1,8990000,,,17,false,
2022-10-30,TV (Non-English),10,Under the Queen's Umbrella,Under the Queen's Umbrella: Limited Series,8010000,,,1,false,
2022-10-23,Films (English),1,The School for Good and Evil,N/A,78830000,,,1,false,
2022-10-23,Films (English),2,The Curse of Bridge Hollow,N/A,25340000,,,2,false,
2022-10-23,Films (English),3,Luckiest Girl Alive,N/A,19300000,,,3,false,
2022-10-23,Films (English),4,The Stranger,N/A,17040000,,,1,false,
2022-10-23,Films (English),5,Blackout,N/A,12120000,,,2,false,
2022-10-23,Films (English),6,Black and Blue,N/A,9200000,,,2,false,
2022-10-23,Films (English),7,Sing,N/A,7300000,,,3,false,
2022-10-23,Films (English),8,Mr. Harrigan's Phone,N/A,5770000,,,3,false,
2022-10-23,Films (English),9,The Boss Baby,N/A,5190000,,,3,false,
2022-10-23,Films (English),10,Charlie's Angels,N/A,4920000,,,1,false,
2022-10-23,Films (Non-English),1,Someone Borrowed,N/A,14120000,,,2,false,
2022-10-23,Films (Non-English),2,20th Century Girl,N/A,8000000,,,1,false,
2022-10-23,Films (Non-English),3,Dobaaraa,N/A,3780000,,,2,false,
2022-10-23,Films (Non-English),4,Old People,N/A,3600000,,,3,false,
2022-10-23,Films (Non-English),5,Laal Singh Chaddha,N/A,3080000,,,3,false,
2022-10-23,Films (Non-English),6,Doll House,N/A,2050000,,,2,false,
2022-10-23,Films (Non-English),7,Forever Rich,N/A,2010000,,,2,false,
2022-10-23,Films (Non-English),8,Loving Adults,N/A,1790000,,,7,false,
2022-10-23,Films (Non-English),9,Blood Red Sky,N/A,1510000,,,16,false,
2022-10-23,Films (Non-English),10,Usogui,N/A,1320000,,,2,false,
2022-10-23,TV (English),1,The Watcher,The Watcher: Season 1,148240000,,,2,false,
2022-10-23,TV (English),2,DAHMER,DAHMER: Monster: The Jeffrey Dahmer Story,69110000,,,5,false,
2022-10-23,TV (English),3,From Scratch,From Scratch: Limited Series,32230000,,,1,false,
2022-10-23,TV (English),4,Love Is Blind,Love Is Blind: Season 3,24890000,,,1,false,
2022-10-23,TV (English),5,The Midnight Club,The Midnight Club: Season 1,21650000,,,3,false,
2022-10-23,TV (English),6,Unsolved Mysteries,Unsolved Mysteries: Volume 3,18930000,,,1,false,
2022-10-23,TV (English),7,The Sinner,The Sinner: Season 4: Percy,13240000,,,3,false,
2022-10-23,TV (English),8,28 Days Haunted,28 Days Haunted: Season 1,12980000,,,1,false,
2022-10-23,TV (English),9,Dynasty,Dynasty: Season 5,12610000,,,5,false,
2022-10-23,TV (English),10,Wild Croc Territory,Wild Croc Territory: Season 1,11550000,,,1,false,
2022-10-23,TV (Non-English),1,Til Money Do Us Part,Til Money Do Us Part: Season 1,21870000,,,1,false,
2022-10-23,TV (Non-English),2,Holy Family,Holy Family: Season 1,18590000,,,2,false,
2022-10-23,TV (Non-English),3,Little Women,Little Women: Limited Series,15550000,,,7,false,
2022-10-23,TV (Non-English),4,The Empress,The Empress: Season 1,15090000,,,4,false,
2022-10-23,TV (Non-English),5,Barbarians,Barbarians: II,14590000,,,1,false,
2022-10-23,TV (Non-English),6,Vatican Girl: The Disappearance of Emanuela Orlandi,Vatican Girl: The Disappearance of Emanuela Orlandi: Limited Series,11580000,,,1,false,
2022-10-23,TV (Non-English),7,The Playlist,The Playlist: Limited Series,10920000,,,1,false,
2022-10-23,TV (Non-English),8,Extraordinary Attorney Woo,Extraordinary Attorney Woo: Season 1,10490000,,,16,false,
2022-10-23,TV (Non-English),9,High Water,High Water: Season 1,10290000,,,3,false,
2022-10-23,TV (Non-English),10,Barbarians,N/A,8300000,,,1,false,
2022-10-16,Films (English),1,Luckiest Girl Alive,N/A,57010000,,,2,false,
2022-10-16,Films (English),2,The Curse of Bridge Hollow,N/A,25120000,,,1,false,
2022-10-16,Films (English),3,Blackout,N/A,21090000,,,1,false,
2022-10-16,Films (English),4,Mr. Harrigan's Phone,N/A,20080000,,,2,false,
2022-10-16,Films (English),5,Sing,N/A,12310000,,,2,false,
2022-10-16,Films (English),6,The Redeem Team,N/A,10290000,,,2,false,
2022-10-16,Films (English),7,The Boss Baby,N/A,7390000,,,2,false,
2022-10-16,Films (English),8,Running with the Devil,N/A,6160000,,,1,false,
2022-10-16,Films (English),9,Blonde,N/A,6090000,,,3,false,
2022-10-16,Films (English),10,Black and Blue,N/A,5600000,,,1,false,
2022-10-16,Films (Non-English),1,Someone Borrowed,N/A,27380000,,,1,false,
2022-10-16,Films (Non-English),2,Old People,N/A,13480000,,,2,false,
2022-10-16,Films (Non-English),3,Togo,N/A,6790000,,,2,false,
2022-10-16,Films (Non-English),4,Laal Singh Chaddha,N/A,6490000,,,2,false,
2022-10-16,Films (Non-English),5,Doll House,N/A,4740000,,,1,false,
2022-10-16,Films (Non-English),6,Jumping from High Places,N/A,3320000,,,2,false,
2022-10-16,Films (Non-English),7,An�k�l�p�,N/A,3030000,,,3,false,
2022-10-16,Films (Non-English),8,Dobaaraa,N/A,2090000,,,1,false,
2022-10-16,Films (Non-English),9,Plan A Plan B,N/A,1810000,,,3,false,
2022-10-16,Films (Non-English),10,Usogui,N/A,1540000,,,1,false,
2022-10-16,TV (English),1,The Watcher,The Watcher: Season 1,125010000,,,1,false,
